SeedID,germ.trays,Species,Provenance,Treatment,Germination.day,germinated.or.not,germday.nas
E1_ph2_Seed52,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed53,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed54,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed55,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed56,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed57,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed58,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed59,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed6,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed60,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed61,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed62,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed63,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed64,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed65,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed66,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed67,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed68,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed69,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed7,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed70,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed71,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed72,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed73,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed74,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed75,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed76,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed77,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed78,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed79,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed8,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed80,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed81,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed82,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed83,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed84,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed85,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed86,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed87,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed88,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed89,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed9,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed90,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed91,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed92,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed93,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed94,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed95,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed96,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed97,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed98,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E1_ph2_Seed99,E1_ph2,Fagus sylvatica,Romania SE Carpathians,dry,104,0,NA
E2_ph2_Seed1,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed10,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed100,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed11,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed12,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed13,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed14,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed15,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed16,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed17,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed18,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed19,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed2,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed20,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed21,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed22,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed23,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed24,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed25,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed26,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed27,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed28,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed29,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed3,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed30,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed31,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed32,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed33,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed34,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed35,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed36,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed37,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed38,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed39,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed4,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed40,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed41,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed42,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed43,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed44,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed45,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed46,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed47,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed48,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed49,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed5,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed50,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed51,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed52,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed53,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed54,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed55,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed56,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed57,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed58,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed59,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed6,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed60,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed61,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed62,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed63,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed64,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed65,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed66,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed67,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed68,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed69,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed7,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed70,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed71,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed72,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed73,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed74,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed75,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed76,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed77,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed78,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed79,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed8,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed80,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed81,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed82,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed83,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed84,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed85,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed86,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed87,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed88,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed89,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed9,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed90,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed91,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed92,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed93,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed94,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed95,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed96,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed97,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed98,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
E2_ph2_Seed99,E2_ph2,Fagus sylvatica,Romania SE Carpathians,moist,104,0,NA
F1_ph1_Seed40,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,26,1,26
F1_ph1_Seed24,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,33,1,33
F1_ph1_Seed36,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,33,1,33
F1_ph1_Seed52,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,33,1,33
F1_ph1_Seed17,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,36,1,36
F1_ph1_Seed13,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,40,1,40
F1_ph1_Seed15,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,40,1,40
F1_ph1_Seed72,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,40,1,40
F1_ph1_Seed8,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,40,1,40
F1_ph1_Seed87,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,40,1,40
F1_ph1_Seed45,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,50,1,50
F1_ph1_Seed50,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,54,1,54
F1_ph1_Seed20,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,57,1,57
F1_ph1_Seed39,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,57,1,57
F1_ph1_Seed12,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,68,1,68
F1_ph1_Seed21,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,68,1,68
F1_ph1_Seed49,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,68,1,68
F1_ph1_Seed5,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,68,1,68
F1_ph1_Seed7,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,68,1,68
F1_ph1_Seed82,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,68,1,68
F1_ph1_Seed97,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,68,1,68
F1_ph1_Seed22,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,71,1,71
F1_ph1_Seed1,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed10,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed100,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed11,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed14,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed16,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed18,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed19,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed2,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed23,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed25,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed26,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed27,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed28,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed29,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed3,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed30,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed31,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed32,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed33,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed34,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed35,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed37,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed38,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed4,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed41,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed42,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed43,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed44,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed46,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed47,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed48,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed51,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed53,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed54,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed55,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed56,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed57,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed58,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed59,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed6,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed60,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed61,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed62,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed63,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed64,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed65,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed66,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed67,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed68,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed69,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed70,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed71,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed73,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed74,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed75,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed76,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed77,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed78,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed79,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed80,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed81,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed83,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed84,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed85,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed86,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed88,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed89,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed9,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed90,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed91,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed92,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed93,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed94,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed95,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed96,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed98,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F1_ph1_Seed99,F1_ph1,Fagus sylvatica,Slovakia Middle Region,dry,72,0,NA
F2_ph1_Seed77,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,21,1,21
F2_ph1_Seed20,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,23,1,23
F2_ph1_Seed91,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,23,1,23
F2_ph1_Seed36,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,26,1,26
F2_ph1_Seed44,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,26,1,26
F2_ph1_Seed46,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,33,1,33
F2_ph1_Seed83,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,33,1,33
F2_ph1_Seed68,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,36,1,36
F2_ph1_Seed96,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,36,1,36
F2_ph1_Seed34,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,40,1,40
F2_ph1_Seed39,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,43,1,43
F2_ph1_Seed59,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,43,1,43
F2_ph1_Seed89,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,47,1,47
F2_ph1_Seed11,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,50,1,50
F2_ph1_Seed64,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,50,1,50
F2_ph1_Seed75,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,50,1,50
F2_ph1_Seed43,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,57,1,57
F2_ph1_Seed5,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,57,1,57
F2_ph1_Seed12,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,61,1,61
F2_ph1_Seed38,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,61,1,61
F2_ph1_Seed97,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,61,1,61
F2_ph1_Seed30,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,64,1,64
F2_ph1_Seed67,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,64,1,64
F2_ph1_Seed41,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,68,1,68
F2_ph1_Seed45,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,68,1,68
F2_ph1_Seed61,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,68,1,68
F2_ph1_Seed26,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,71,1,71
F2_ph1_Seed1,F2_ph1,Fagus sylvatica,Slovakia Middle Region,moist,72,0,NA
