SeedID,germ.trays,Species,Provenance,Treatment,Germination.day,germinated.or.not,germday.nas
C1_ph1_Seed16,C1_ph1,Abies alba,Croatia Crni Lazi,dry,23,1,23
C1_ph1_Seed12,C1_ph1,Abies alba,Croatia Crni Lazi,dry,36,1,36
C1_ph1_Seed20,C1_ph1,Abies alba,Croatia Crni Lazi,dry,36,1,36
C1_ph1_Seed8,C1_ph1,Abies alba,Croatia Crni Lazi,dry,40,1,40
C1_ph1_Seed88,C1_ph1,Abies alba,Croatia Crni Lazi,dry,54,1,54
C1_ph1_Seed2,C1_ph1,Abies alba,Croatia Crni Lazi,dry,57,1,57
C1_ph1_Seed66,C1_ph1,Abies alba,Croatia Crni Lazi,dry,57,1,57
C1_ph1_Seed28,C1_ph1,Abies alba,Croatia Crni Lazi,dry,61,1,61
C1_ph1_Seed24,C1_ph1,Abies alba,Croatia Crni Lazi,dry,64,1,64
C1_ph1_Seed70,C1_ph1,Abies alba,Croatia Crni Lazi,dry,64,1,64
C1_ph1_Seed77,C1_ph1,Abies alba,Croatia Crni Lazi,dry,64,1,64
C1_ph1_Seed63,C1_ph1,Abies alba,Croatia Crni Lazi,dry,68,1,68
C1_ph1_Seed26,C1_ph1,Abies alba,Croatia Crni Lazi,dry,71,1,71
C1_ph1_Seed48,C1_ph1,Abies alba,Croatia Crni Lazi,dry,71,1,71
C1_ph1_Seed69,C1_ph1,Abies alba,Croatia Crni Lazi,dry,71,1,71
C1_ph1_Seed82,C1_ph1,Abies alba,Croatia Crni Lazi,dry,71,1,71
C1_ph1_Seed1,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed10,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed100,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed11,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed13,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed14,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed15,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed17,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed18,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed19,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed21,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed22,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed23,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed25,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed27,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed29,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed3,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed30,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed31,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed32,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed33,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed34,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed35,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed36,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed37,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed38,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed39,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed4,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed40,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed41,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed42,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed43,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed44,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed45,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed46,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed47,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed49,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed5,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed50,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed51,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed52,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed53,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed54,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed55,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed56,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed57,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed58,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed59,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed6,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed60,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed61,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed62,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed64,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed65,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed67,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed68,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed7,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed71,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed72,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed73,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed74,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed75,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed76,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed78,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed79,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed80,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed81,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed83,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed84,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed85,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed86,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed87,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed89,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed9,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed90,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed91,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed92,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed93,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed94,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed95,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed96,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed97,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed98,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C1_ph1_Seed99,C1_ph1,Abies alba,Croatia Crni Lazi,dry,72,0,NA
C2_ph1_Seed9,C2_ph1,Abies alba,Croatia Crni Lazi,moist,26,1,26
C2_ph1_Seed82,C2_ph1,Abies alba,Croatia Crni Lazi,moist,33,1,33
C2_ph1_Seed85,C2_ph1,Abies alba,Croatia Crni Lazi,moist,36,1,36
C2_ph1_Seed74,C2_ph1,Abies alba,Croatia Crni Lazi,moist,47,1,47
C2_ph1_Seed83,C2_ph1,Abies alba,Croatia Crni Lazi,moist,47,1,47
C2_ph1_Seed25,C2_ph1,Abies alba,Croatia Crni Lazi,moist,50,1,50
C2_ph1_Seed46,C2_ph1,Abies alba,Croatia Crni Lazi,moist,50,1,50
C2_ph1_Seed67,C2_ph1,Abies alba,Croatia Crni Lazi,moist,57,1,57
C2_ph1_Seed1,C2_ph1,Abies alba,Croatia Crni Lazi,moist,61,1,61
C2_ph1_Seed21,C2_ph1,Abies alba,Croatia Crni Lazi,moist,61,1,61
C2_ph1_Seed47,C2_ph1,Abies alba,Croatia Crni Lazi,moist,61,1,61
C2_ph1_Seed98,C2_ph1,Abies alba,Croatia Crni Lazi,moist,61,1,61
C2_ph1_Seed10,C2_ph1,Abies alba,Croatia Crni Lazi,moist,68,1,68
C2_ph1_Seed18,C2_ph1,Abies alba,Croatia Crni Lazi,moist,68,1,68
C2_ph1_Seed53,C2_ph1,Abies alba,Croatia Crni Lazi,moist,68,1,68
C2_ph1_Seed8,C2_ph1,Abies alba,Croatia Crni Lazi,moist,68,1,68
C2_ph1_Seed97,C2_ph1,Abies alba,Croatia Crni Lazi,moist,68,1,68
C2_ph1_Seed3,C2_ph1,Abies alba,Croatia Crni Lazi,moist,71,1,71
C2_ph1_Seed100,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed11,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed12,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed13,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed14,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed15,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed16,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed17,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed19,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed2,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed20,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed22,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed23,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed24,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed26,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed27,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed28,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed29,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed30,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed31,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed32,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed33,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed34,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed35,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed36,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed37,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed38,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed39,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed4,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed40,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed41,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed42,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed43,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed44,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed45,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed48,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed49,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed5,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed50,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed51,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed52,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed54,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed55,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed56,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed57,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed58,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed59,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed6,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed60,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed61,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed62,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed63,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed64,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed65,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed66,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed68,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed69,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed7,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed70,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed71,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed72,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed73,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed75,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed76,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed77,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed78,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed79,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed80,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed81,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed84,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed86,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed87,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed88,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed89,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed90,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed91,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed92,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed93,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed94,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed95,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed96,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
C2_ph1_Seed99,C2_ph1,Abies alba,Croatia Crni Lazi,moist,72,0,NA
A1_ph2_Seed29,A1_ph2,Abies alba,France Corse,dry,36,1,36
A1_ph2_Seed61,A1_ph2,Abies alba,France Corse,dry,36,1,36
A1_ph2_Seed65,A1_ph2,Abies alba,France Corse,dry,36,1,36
A1_ph2_Seed68,A1_ph2,Abies alba,France Corse,dry,40,1,40
A1_ph2_Seed96,A1_ph2,Abies alba,France Corse,dry,40,1,40
A1_ph2_Seed84,A1_ph2,Abies alba,France Corse,dry,47,1,47
A1_ph2_Seed20,A1_ph2,Abies alba,France Corse,dry,50,1,50
A1_ph2_Seed62,A1_ph2,Abies alba,France Corse,dry,54,1,54
A1_ph2_Seed12,A1_ph2,Abies alba,France Corse,dry,57,1,57
A1_ph2_Seed57,A1_ph2,Abies alba,France Corse,dry,57,1,57
A1_ph2_Seed1,A1_ph2,Abies alba,France Corse,dry,61,1,61
A1_ph2_Seed16,A1_ph2,Abies alba,France Corse,dry,61,1,61
A1_ph2_Seed32,A1_ph2,Abies alba,France Corse,dry,61,1,61
A1_ph2_Seed14,A1_ph2,Abies alba,France Corse,dry,64,1,64
A1_ph2_Seed38,A1_ph2,Abies alba,France Corse,dry,64,1,64
A1_ph2_Seed41,A1_ph2,Abies alba,France Corse,dry,64,1,64
A1_ph2_Seed50,A1_ph2,Abies alba,France Corse,dry,64,1,64
A1_ph2_Seed58,A1_ph2,Abies alba,France Corse,dry,64,1,64
A1_ph2_Seed59,A1_ph2,Abies alba,France Corse,dry,64,1,64
A1_ph2_Seed67,A1_ph2,Abies alba,France Corse,dry,64,1,64
A1_ph2_Seed70,A1_ph2,Abies alba,France Corse,dry,64,1,64
A1_ph2_Seed81,A1_ph2,Abies alba,France Corse,dry,64,1,64
A1_ph2_Seed18,A1_ph2,Abies alba,France Corse,dry,68,1,68
A1_ph2_Seed22,A1_ph2,Abies alba,France Corse,dry,68,1,68
A1_ph2_Seed4,A1_ph2,Abies alba,France Corse,dry,68,1,68
A1_ph2_Seed71,A1_ph2,Abies alba,France Corse,dry,68,1,68
A1_ph2_Seed27,A1_ph2,Abies alba,France Corse,dry,75,1,75
A1_ph2_Seed42,A1_ph2,Abies alba,France Corse,dry,75,1,75
A1_ph2_Seed43,A1_ph2,Abies alba,France Corse,dry,75,1,75
A1_ph2_Seed60,A1_ph2,Abies alba,France Corse,dry,75,1,75
A1_ph2_Seed85,A1_ph2,Abies alba,France Corse,dry,75,1,75
A1_ph2_Seed93,A1_ph2,Abies alba,France Corse,dry,75,1,75
A1_ph2_Seed11,A1_ph2,Abies alba,France Corse,dry,78,1,78
A1_ph2_Seed48,A1_ph2,Abies alba,France Corse,dry,78,1,78
A1_ph2_Seed79,A1_ph2,Abies alba,France Corse,dry,89,1,89
A1_ph2_Seed10,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed100,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed13,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed15,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed17,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed19,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed2,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed21,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed23,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed24,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed25,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed26,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed28,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed3,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed30,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed31,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed33,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed34,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed35,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed36,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed37,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed39,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed40,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed44,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed45,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed46,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed47,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed49,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed5,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed51,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed52,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed53,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed54,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed55,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed56,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed6,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed63,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed64,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed66,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed69,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed7,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed72,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed73,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed74,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed75,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed76,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed77,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed78,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed8,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed80,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed82,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed83,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed86,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed87,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed88,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed89,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed9,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed90,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed91,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed92,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed94,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed95,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed97,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed98,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A1_ph2_Seed99,A1_ph2,Abies alba,France Corse,dry,104,0,NA
A2_ph2_Seed20,A2_ph2,Abies alba,France Corse,moist,29,1,29
A2_ph2_Seed83,A2_ph2,Abies alba,France Corse,moist,33,1,33
A2_ph2_Seed11,A2_ph2,Abies alba,France Corse,moist,36,1,36
A2_ph2_Seed64,A2_ph2,Abies alba,France Corse,moist,40,1,40
A2_ph2_Seed95,A2_ph2,Abies alba,France Corse,moist,40,1,40
A2_ph2_Seed4,A2_ph2,Abies alba,France Corse,moist,43,1,43
A2_ph2_Seed32,A2_ph2,Abies alba,France Corse,moist,47,1,47
A2_ph2_Seed96,A2_ph2,Abies alba,France Corse,moist,47,1,47
A2_ph2_Seed93,A2_ph2,Abies alba,France Corse,moist,50,1,50
A2_ph2_Seed67,A2_ph2,Abies alba,France Corse,moist,54,1,54
A2_ph2_Seed84,A2_ph2,Abies alba,France Corse,moist,54,1,54
A2_ph2_Seed86,A2_ph2,Abies alba,France Corse,moist,54,1,54
A2_ph2_Seed33,A2_ph2,Abies alba,France Corse,moist,57,1,57
A2_ph2_Seed81,A2_ph2,Abies alba,France Corse,moist,57,1,57
A2_ph2_Seed12,A2_ph2,Abies alba,France Corse,moist,61,1,61
A2_ph2_Seed19,A2_ph2,Abies alba,France Corse,moist,61,1,61
