"class" "garden" "provenance" "g" "alpha" "beta" "delta" "never_germinated" "provenance_full" "g_without_death" "num_seeds_germinated" "keep" "p_survive_until_x_1" "p_survive_until_x_2" "p_survive_until_x_3" "p_survive_until_x_4" "p_survive_until_x_5" "p_survive_until_x_6" "p_survive_until_x_7" "p_survive_until_x_8" "p_survive_until_x_9" "p_survive_until_x_10" "p_survive_until_x_11" "p_survive_until_x_12" "p_survive_until_x_13" "p_survive_until_x_14" "p_survive_until_x_15" "p_survive_until_x_16" "p_survive_until_x_17" "p_survive_until_x_18" "p_survive_until_x_19" "p_survive_until_x_20"
"06_Abies_France_Haute_Provence" "06" "France Haute Provence" NA NA NA NA FALSE "Abies_France_Haute_Provence" 0.04 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"06_Abies_France_Massif_Central_West" "06" "France Massif Central West" NA NA NA NA FALSE "Abies_France_Massif_Central_West" 0.04 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"06_Abies_France_Pyrenees" "06" "France Pyrenees" NA NA NA NA FALSE "Abies_France_Pyrenees" 0.02 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"06_Abies_Georgia_Ambrolauri" "06" "Georgia Ambrolauri" NA NA NA NA FALSE "Abies_Georgia_Ambrolauri" 0.04 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"06_Abies_Germany_Traunstein" "06" "Germany Traunstein" 0.99999 0.100343 0.0904314 0.183012 FALSE "Abies_Germany_Traunstein" 0.1 5 TRUE 0.550354728679099 0.350127881599282 0.213733610459991 0.147030205999571 0.0977184744055199 0.0716818551939324 0.0510931242120705 0.0395165794193252 0.0298394288195365 0.0241091500277274 0.0190940298527859 0.0159948277984272 0.0131773713103978 0.0113737491203884 0.00993401409345399 0.00856633541189204 0.00765438837839855 0.00676703990308581 0.00616207959157534 0.00556158679199218
"06_Abies_Poland_Sudety" "06" "Poland Sudety" NA NA NA NA TRUE "Abies_Poland_Sudety" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"06_Abies_Romania_SE_Carpathians" "06" "Romania SE Carpathians" 0.999999 0.0727673 0.01339 0.402283 FALSE "Abies_Romania_SE_Carpathians" 0.12 6 TRUE 0.799208114544438 0.689712343350199 0.554640115967812 0.480598366740931 0.388805087879136 0.338232686352292 0.275230991538243 0.24035039805633 0.196692007042267 0.172405385493675 0.141867518936042 0.12480093851692 0.103245838133439 0.0911451847368798 0.0757958279862824 0.0671412842464583 0.0561169894158138 0.0498746696469795 0.0418905517183693 0.0373510211793277
"06_Abies_Slovakia_North_Region" "06" "Slovakia North Region" NA NA NA NA FALSE "Abies_Slovakia_North_Region" 0.08 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"06_Abies_Slovenia_Pohorsko" "06" "Slovenia Pohorsko" NA NA NA NA TRUE "Abies_Slovenia_Pohorsko" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"07_Abies_Croatia_Crni_Lazi" "07" "Croatia Crni Lazi" NA NA NA NA FALSE "Abies_Croatia_Crni_Lazi" 0.06 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"07_Abies_France_Corse" "07" "France Corse" 0.240139 0.0114165 0.00248559 0.22317 FALSE "Abies_France_Corse" 0.16 8 TRUE 0.226762467410909 0.216624656607365 0.204616678859047 0.195513714824013 0.184728715995832 0.176550759229875 0.166859212200939 0.159508506975728 0.150795104629406 0.144184604796857 0.136346646143711 0.130398802122784 0.123344767345162 0.117990454827175 0.111638746479889 0.106816319807311 0.101094150227955 0.0967486055085036 0.091591012951884 0.0876732478093346
"07_Abies_France_Haute_Provence" "07" "France Haute Provence" NA NA NA NA FALSE "Abies_France_Haute_Provence" 0.08 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"07_Abies_France_Massif_Central_West" "07" "France Massif Central West" 0.666844 0.0537078 0.0500757 0.359555 FALSE "Abies_France_Massif_Central_West" 0.28 14 TRUE 0.568466307793882 0.488791373466026 0.423715369768107 0.370136795362023 0.339612807175926 0.300214811562737 0.267147772236673 0.239213439331397 0.215469708329372 0.201593544917015 0.183251956156 0.167429552793437 0.15371185808968 0.145567198648587 0.134640854357193 0.12505301066096 0.116605288074365 0.109133311691793 0.104625504749452 0.0984867621102846
"07_Abies_France_Pyrenees" "07" "France Pyrenees" 0.345359 0.0599902 0.102207 0.315583 FALSE "Abies_France_Pyrenees" 0.18 9 TRUE 0.274977970315989 0.236166916168801 0.205767615516732 0.181622990904994 0.162203275470861 0.141797529004345 0.129608587515091 0.119467143245606 0.110960225024193 0.103771559124165 0.0976561522473286 0.090846249798768 0.0865571448380306 0.0828419469696918 0.0796098152683964 0.0767868144133689 0.0743123134313759 0.0714697920090784 0.0696280750004872 0.0679979968363142
"07_Abies_Georgia_Ambrolauri" "07" "Georgia Ambrolauri" 0.660413 0.0325878 0.0636601 0.275823 FALSE "Abies_Georgia_Ambrolauri" 0.32 16 TRUE 0.581784465012028 0.517009310785717 0.475748840042072 0.428668010846723 0.389019664857742 0.363302267038365 0.333461886798394 0.307874901892804 0.291029648066847 0.271213322410013 0.258061898184423 0.242475361573847 0.22880201589465 0.219629298206957 0.208649232440273 0.198912965901153 0.192323419083448 0.184370548030266 0.178962175146012 0.17240577735182
"07_Abies_Germany_Traunstein" "07" "Germany Traunstein" 0.388951 0.00957584 1.2513e-07 0.2511 FALSE "Abies_Germany_Traunstein" 0.18 9 TRUE 0.374265501288747 0.360134480013561 0.346537000814756 0.333452918789822 0.320862849648012 0.308748140991805 0.297090844682703 0.285873690250428 0.275080059306103 0.26469396092153 0.254700007938077 0.245083394170071 0.235829872468938 0.22692573361557 0.218357786009663 0.210113336125932 0.202180169708242 0.19454653367379 0.187201118700549 0.180133042472151
"07_Abies_Poland_Sudety" "07" "Poland Sudety" 0.115537 0.0103028 0.0713948 0.191995 FALSE "Abies_Poland_Sudety" 0.1 5 TRUE 0.108892597148671 0.104022734665082 0.0996735756419329 0.095777915795751 0.0916221675200638 0.0885355471783164 0.0857479633204244 0.0832248563510347 0.0809364023687357 0.0784638653562405 0.0766054145573514 0.0749100986216594 0.0733611995178307 0.0719440236530643 0.0703991560666392 0.0692282707561095 0.0681526536318382 0.0671634822287146 0.0662528885558988 0.0652540475398516
"07_Abies_Romania_SE_Carpathians" "07" "Romania SE Carpathians" 0.361049 0.0114428 8.50332e-08 0.251877 FALSE "Abies_Romania_SE_Carpathians" 0.28 14 TRUE 0.344804846719369 0.329291544340984 0.314476210634131 0.300327442798474 0.286815250901725 0.273910994312068 0.26158732099062 0.249818109515243 0.238578413712814 0.227844409782597 0.217593345798637 0.207803493484137 0.198454102155603 0.189525354739124 0.180998325765569 0.172854941255658 0.165077940409879 0.157650839022055 0.150557894538994 0.143784072692179
"07_Abies_Slovakia_North_Region" "07" "Slovakia North Region" 0.386643 0.0247934 6.21251e-05 0.345642 FALSE "Abies_Slovakia_North_Region" 0.18 9 TRUE 0.358592721200863 0.332579075398994 0.308454071247423 0.286080479751767 0.265331050976144 0.246087787803411 0.228241272590654 0.21169004286426 0.196340012480179 0.186730640965407 0.173191879602331 0.160635524396824 0.148990232342765 0.138189845560009 0.128173014144307 0.118882846471871 0.110266584958385 0.102275305418187 0.0972724548657693 0.090223628528706
"08_Abies_France_Corse" "08" "France Corse" 0.999968 0.0294576 7.40789e-06 0.15994 FALSE "Abies_France_Corse" 0.183673469387755 9 TRUE 0.811125643132795 0.677916483944233 0.56658466915319 0.459588259006915 0.384112790037279 0.321032627750056 0.268312027538411 0.217644140981772 0.181902708610778 0.152030916542612 0.127064790193114 0.103070598028253 0.0861448509547769 0.0719986600853744 0.060175549750125 0.0488126484027346 0.0407970952107975 0.0340978247762341 0.0284986750513057 0.0231174383002759
"08_Abies_France_Haute_Provence" "08" "France Haute Provence" NA NA NA NA FALSE "Abies_France_Haute_Provence" 0.02 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"08_Abies_France_Massif_Central_West" "08" "France Massif Central West" 0.999624 0.0362794 8.93214e-05 0.341721 FALSE "Abies_France_Massif_Central_West" 0.18 9 TRUE 0.894732258546686 0.800855213921081 0.716835342473341 0.64163685478414 0.574332883558769 0.514094020958622 0.460178063134282 0.411920834727811 0.368727979531409 0.330067615492723 0.295463762993428 0.264490464930896 0.236766525722713 0.219919115957953 0.196870542562502 0.17623938969133 0.157771918540971 0.141241043396367 0.126443529853605 0.113197487786358
"08_Abies_France_Pyrenees" "08" "France Pyrenees" 0.99971 0.0311261 9.76649e-05 0.171999 FALSE "Abies_France_Pyrenees" 0.224489795918367 11 TRUE 0.826956183448103 0.684068193602187 0.565880505187531 0.468121407203285 0.38725827356884 0.33065542270741 0.273547854163181 0.226307739420513 0.18722935067113 0.154901950137004 0.132271349911016 0.109437003216272 0.0905463660548943 0.0749180189251954 0.0619883347307555 0.0512911077545926 0.0438017979895101 0.0362442810809737 0.0299913119167717 0.0248176044608182
"08_Abies_Georgia_Ambrolauri" "08" "Georgia Ambrolauri" 0.998027 0.0582362 0.410209 0.0886613 FALSE "Abies_Georgia_Ambrolauri" 0.119047619047619 5 TRUE 0.564646403602644 0.401755592847948 0.320183902917074 0.272139039324706 0.246799393639709 0.23117205595057 0.221264922683315 0.214410321524307 0.210384628908536 0.207729463357568 0.205841659202071 0.204712540161141 0.20395925114659 0.203455920304979 0.203094836685868 0.202877568211129 0.202732070940043 0.202627532619674 0.202564565892919 0.20252237198438
"08_Abies_Germany_Traunstein" "08" "Germany Traunstein" NA NA NA NA FALSE "Abies_Germany_Traunstein" 0.0222222222222222 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"08_Abies_Poland_Sudety" "08" "Poland Sudety" NA NA NA NA FALSE "Abies_Poland_Sudety" 0.06 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"08_Abies_Romania_SE_Carpathians" "08" "Romania SE Carpathians" 0.992987 0.039515 3.15966e-05 0.26169 FALSE "Abies_Romania_SE_Carpathians" 0.166666666666667 8 TRUE 0.845098610149134 0.719239575046711 0.612127833924231 0.520970393251561 0.443390436795102 0.392887156483393 0.334383813594203 0.284593531182203 0.242218419096256 0.206153954147407 0.175460166098508 0.155478462377759 0.132330891671566 0.112630134696778 0.0958628487552138 0.0815921581588798 0.0723017049255202 0.0615390464470127 0.0523787764237145 0.0445822823238129
"08_Abies_Slovakia_North_Region" "08" "Slovakia North Region" 0.988192 0.0159212 0.000660313 0.0897467 FALSE "Abies_Slovakia_North_Region" 0.159090909090909 7 TRUE 0.815140205794805 0.683350235657166 0.572934129868809 0.48041473356635 0.402882299464359 0.337901615529013 0.283434379769372 0.234008796069515 0.196335690176767 0.164746577283333 0.138255873562173 0.116038148427228 0.0974020206525534 0.0817683221695393 0.0675696381420643 0.0567378707218795 0.0476479603909106 0.0400189237774295 0.0336152441893786 0.0282394918896091
"08_Abies_Slovenia_Pohorsko" "08" "Slovenia Pohorsko" 0.999858 0.0418953 2.43113e-09 0.373674 FALSE "Abies_Slovenia_Pohorsko" 0.1 5 TRUE 0.879381323505919 0.773421338237522 0.680228873033318 0.6244260368573 0.549186579937302 0.483013010170147 0.443388853133823 0.389963252161256 0.342975104168109 0.314839010513685 0.276902866854761 0.24353779277446 0.223559077077936 0.196621598169494 0.172929918059512 0.158743546390446 0.139615936101127 0.122793083962095 0.11271970663887 0.09913768296272
"11_Abies_France_Corse" "11" "France Corse" 0.999977 0.0860304 0.0759956 0.21995 FALSE "Abies_France_Corse" 0.14 7 TRUE 0.652474910199491 0.441167300385222 0.330268925204095 0.236298065388084 0.184434593383807 0.138464509414094 0.11198456477582 0.0875948511758976 0.0730248512550876 0.0591574760505667 0.0487557307530771 0.0422476009144962 0.0357886287328889 0.0316480684773775 0.0274472713048682 0.0246978236433797 0.021855234704885 0.0199613819626644 0.01797143469849 0.0166253119325137
"11_Abies_France_Haute_Provence" "11" "France Haute Provence" NA NA NA NA FALSE "Abies_France_Haute_Provence" 0.04 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11_Abies_France_Massif_Central_West" "11" "France Massif Central West" NA NA NA NA FALSE "Abies_France_Massif_Central_West" 0.06 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11_Abies_France_Pyrenees" "11" "France Pyrenees" NA NA NA NA FALSE "Abies_France_Pyrenees" 0.04 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11_Abies_Georgia_Ambrolauri" "11" "Georgia Ambrolauri" NA NA NA NA FALSE "Abies_Georgia_Ambrolauri" 0.08 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11_Abies_Germany_Traunstein" "11" "Germany Traunstein" 0.213554 0.0116948 0.0640045 0.0982134 FALSE "Abies_Germany_Traunstein" 0.18 9 TRUE 0.188534430601991 0.16957197712537 0.153509878392055 0.139818294236738 0.128077976413308 0.117020455835732 0.10836792949759 0.100827655487165 0.0942265541575772 0.0884228015887604 0.0828207080112047 0.0783346182583758 0.0743439945447295 0.0707823461868543 0.0675936680539481 0.0647305643578562 0.0619092825770189 0.0596057379833585 0.0575208728374451 0.0556296742961788
"11_Abies_Poland_Sudety" "11" "Poland Sudety" NA NA NA NA TRUE "Abies_Poland_Sudety" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11_Abies_Romania_SE_Carpathians" "11" "Romania SE Carpathians" 0.210112 0.00855005 0.00277001 0.129681 FALSE "Abies_Romania_SE_Carpathians" 0.18 9 TRUE 0.196184910987854 0.183217176238804 0.171140327730964 0.16125391868877 0.150680226972708 0.140827391157844 0.132757351209407 0.124121762953213 0.116070396442283 0.108562274138476 0.102408351036361 0.0958185415794883 0.0896699598181043 0.0846277523687863 0.0792256195045367 0.0741824250240233 0.0694734258499063 0.0656090912945882 0.0614660627186971 0.057595478468392
