"class" "garden" "provenance" "g" "alpha" "beta" "delta" "never_germinated" "provenance_full" "g_without_death" "num_seeds_germinated" "keep" "p_survive_until_x_1" "p_survive_until_x_2" "p_survive_until_x_3" "p_survive_until_x_4" "p_survive_until_x_5" "p_survive_until_x_6" "p_survive_until_x_7" "p_survive_until_x_8" "p_survive_until_x_9" "p_survive_until_x_10" "p_survive_until_x_11" "p_survive_until_x_12" "p_survive_until_x_13" "p_survive_until_x_14" "p_survive_until_x_15" "p_survive_until_x_16" "p_survive_until_x_17" "p_survive_until_x_18" "p_survive_until_x_19" "p_survive_until_x_20"
"12_Fagus_France_Massif_Central_North" "12" "France Massif Central North" NA NA NA NA FALSE "Fagus_France_Massif_Central_North" 0.04 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"12_Fagus_Iran_Alborz_Mountains" "12" "Iran Alborz Mountains" NA NA NA NA FALSE "Fagus_Iran_Alborz_Mountains" 0.04 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"12_Fagus_Italy_Passo_Fittanze" "12" "Italy Passo Fittanze" NA NA NA NA FALSE "Fagus_Italy_Passo_Fittanze" 0.04 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"12_Fagus_Romania_SE_Carpathians" "12" "Romania SE Carpathians" NA NA NA NA TRUE "Fagus_Romania_SE_Carpathians" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"12_Fagus_Slovakia_Middle_Region" "12" "Slovakia Middle Region" NA NA NA NA TRUE "Fagus_Slovakia_Middle_Region" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"12_Fagus_Slovenia_Dinarsko" "12" "Slovenia Dinarsko" 0.134529 0.00170444 2.32445e-07 0.091237 FALSE "Fagus_Slovenia_Dinarsko" 0.14 7 TRUE 0.132028123308118 0.129573738157834 0.127164980256302 0.124801001378357 0.122480969067804 0.12020406634426 0.117969491415449 0.11577645739484 0.11362419202454 0.111511937403336 0.109438949719797 0.107404498990326 0.105407868802098 0.103448356060768 0.101525270742867 0.0996379356528079 0.0977856861844064 0.0959678700868325 0.094183847234917 0.0924329894037268
"12_Fagus_Switzerland_Salenstein" "12" "Switzerland Salenstein" NA NA NA NA TRUE "Fagus_Switzerland_Salenstein" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13_Fagus_Austria_Randgebirge_South" "13" "Austria Randgebirge South" NA NA NA NA TRUE "Fagus_Austria_Randgebirge_South" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13_Fagus_France_Massif_Armoricain" "13" "France Massif Armoricain" NA NA NA NA FALSE "Fagus_France_Massif_Armoricain" 0.08 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13_Fagus_France_Massif_Central_North" "13" "France Massif Central North" 0.111599 2.32007e-05 0.000280736 0.132591 FALSE "Fagus_France_Massif_Central_North" 0.1 5 TRUE 0.11157829175119 0.111557593509025 0.111539490751007 0.111518811255192 0.111500724891043 0.111480064120587 0.111461994131955 0.111441352065899 0.111423298434455 0.111402675051865 0.111384637759307 0.111364033039281 0.111343438264084 0.11132542598899 0.111304849844359 0.111286853861894 0.111266296326997 0.111248316618943 0.111227777672977 0.111209814221145
"13_Fagus_Iran_Alborz_Mountains" "13" "Iran Alborz Mountains" NA NA NA NA FALSE "Fagus_Iran_Alborz_Mountains" 0.02 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13_Fagus_Italy_Passo_Fittanze" "13" "Italy Passo Fittanze" NA NA NA NA FALSE "Fagus_Italy_Passo_Fittanze" 0.06 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13_Fagus_Romania_SE_Carpathians" "13" "Romania SE Carpathians" NA NA NA NA TRUE "Fagus_Romania_SE_Carpathians" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13_Fagus_Slovakia_Middle_Region" "13" "Slovakia Middle Region" NA NA NA NA FALSE "Fagus_Slovakia_Middle_Region" 0.06 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13_Fagus_Slovenia_Dinarsko" "13" "Slovenia Dinarsko" 0.344669 0.002467 0.000146359 0.133871 FALSE "Fagus_Slovenia_Dinarsko" 0.26 13 TRUE 0.33792564837217 0.332134374486006 0.325638152309819 0.320059085840456 0.313800868143619 0.308426174689098 0.302397175926433 0.297219312464667 0.291411073800062 0.286422777772599 0.280827154840907 0.2760214336486 0.270630584779271 0.266000705674205 0.260807080559086 0.256346560917701 0.251962925283648 0.247045487669083 0.242822136619111 0.238084475938892
"13_Fagus_Switzerland_Salenstein" "13" "Switzerland Salenstein" NA NA NA NA TRUE "Fagus_Switzerland_Salenstein" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14_Fagus_Austria_Randgebirge_South" "14" "Austria Randgebirge South" NA NA NA NA FALSE "Fagus_Austria_Randgebirge_South" 0.08 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14_Fagus_France_Massif_Armoricain" "14" "France Massif Armoricain" 0.999999 0.0680371 1.69014e-10 0.0271593 FALSE "Fagus_France_Massif_Armoricain" 0.12 6 TRUE 0.073747730130307 0.00543873314060085 0.000401094625366431 2.95798478087987e-05 2.18144881895076e-06 1.72621742804541e-07 1.2730474468331e-08 9.3884453736911e-10 6.92377230671861e-11 5.10613004274519e-12 3.76565878691392e-13 2.9798296374886e-14 2.19755892900042e-15 1.62065145869047e-16 1.19519486694957e-17 8.81429972482922e-19 6.97490481700852e-20 5.14383916505799e-21 3.79346845043702e-22 2.79759969728771e-23
"14_Fagus_France_Massif_Central_North" "14" "France Massif Central North" 0.999984 0.030344 1.65311e-05 0.0255222 FALSE "Fagus_France_Massif_Central_North" 0.122448979591837 6 TRUE 0.29154481199241 0.0876614420105635 0.026358495899101 0.00792576806675083 0.00238325665901728 0.000694909156044314 0.000208965771452695 6.28392503850106e-05 1.8897117217662e-05 5.68288461712749e-06 1.70903453913128e-06 4.98381543222566e-07 1.49886188163909e-07 4.5078556316712e-08 1.35577337915047e-08 4.0776779685218e-09 1.1892385520116e-09 3.57694665658943e-10 1.07588206121682e-10 3.23612722997696e-11
"14_Fagus_Iran_Alborz_Mountains" "14" "Iran Alborz Mountains" 0.99953 0.0803945 0.164849 0.0325109 FALSE "Fagus_Iran_Alborz_Mountains" 0.16 16 TRUE 0.0925737398949365 0.0124910119561216 0.00230978596457719 0.00055638934864429 0.000173446525176586 6.25522120698286e-05 2.64285566008128e-05 1.27602608479707e-05 7.02225323584512e-06 4.16095776009974e-06 2.67270716899316e-06 1.83787296981809e-06 1.35142715337845e-06 1.03206688326187e-06 8.21508168344281e-07 6.77223999688582e-07 5.7787940605665e-07 5.02806733222075e-07 4.46924077045567e-07 4.04493376567437e-07
"14_Fagus_Italy_Passo_Fittanze" "14" "Italy Passo Fittanze" 0.999712 0.148561 0.985399 0.04184 FALSE "Fagus_Italy_Passo_Fittanze" 0.14 7 TRUE 0.0966243565222766 0.0417116239084428 0.0306362983768011 0.0273293679586563 0.0261949406875539 0.0257855592837926 0.0256350365323327 0.0255793066482805 0.0255586198729209 0.0255509336462194 0.0255481479449421 0.0255470412526093 0.0255466298376323 0.0255464768904194 0.0255464200305166 0.0255463988921316 0.0255463910336631 0.0255463881121745 0.0255463870260728 0.0255463866223001
"14_Fagus_Romania_SE_Carpathians" "14" "Romania SE Carpathians" NA NA NA NA FALSE "Fagus_Romania_SE_Carpathians" 0.08 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14_Fagus_Slovakia_Middle_Region" "14" "Slovakia Middle Region" 0.999992 0.127466 0.956632 0.0397378 FALSE "Fagus_Slovakia_Middle_Region" 0.142857142857143 7 TRUE 0.115344723426906 0.0537576731256539 0.0401373497701753 0.0358658383596663 0.0343412954964929 0.033769752693472 0.0335462839368691 0.0334653976554024 0.0334341802044631 0.0334221194514439 0.0334174579366751 0.0334156559664548 0.0334149429720652 0.0334146837083535 0.0334145834772077 0.0334145447277957 0.0334145297472339 0.0334145239557306 0.0334145216640905 0.033414520830777
"14_Fagus_Slovenia_Dinarsko" "14" "Slovenia Dinarsko" 1 0.174655 0.999999 0.0716224 FALSE "Fagus_Slovenia_Dinarsko" 0.106382978723404 5 TRUE 0.205402998257446 0.117529856803364 0.0960302243122344 0.0892024091486118 0.0868252470733096 0.085969644601891 0.0856579326194488 0.0855438645700537 0.0855020544165735 0.0854867202947014 0.0854810951821002 0.0854790315206956 0.0854782744115858 0.0854779966429533 0.0854778947346306 0.0854778573462427 0.0854778436290874 0.0854778385964985 0.0854778367501278 0.085477836072726
"14_Fagus_Switzerland_Salenstein" "14" "Switzerland Salenstein" NA NA NA NA FALSE "Fagus_Switzerland_Salenstein" 0.06 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16_Fagus_Austria_Randgebirge_South" "16" "Austria Randgebirge South" NA NA NA NA TRUE "Fagus_Austria_Randgebirge_South" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16_Fagus_France_Massif_Armoricain" "16" "France Massif Armoricain" NA NA NA NA TRUE "Fagus_France_Massif_Armoricain" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16_Fagus_France_Massif_Central_North" "16" "France Massif Central North" NA NA NA NA TRUE "Fagus_France_Massif_Central_North" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16_Fagus_Iran_Alborz_Mountains" "16" "Iran Alborz Mountains" NA NA NA NA FALSE "Fagus_Iran_Alborz_Mountains" 0.01 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16_Fagus_Italy_Passo_Fittanze" "16" "Italy Passo Fittanze" NA NA NA NA TRUE "Fagus_Italy_Passo_Fittanze" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16_Fagus_Romania_SE_Carpathians" "16" "Romania SE Carpathians" NA NA NA NA FALSE "Fagus_Romania_SE_Carpathians" 0.02 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16_Fagus_Slovakia_Middle_Region" "16" "Slovakia Middle Region" NA NA NA NA TRUE "Fagus_Slovakia_Middle_Region" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16_Fagus_Slovenia_Dinarsko" "16" "Slovenia Dinarsko" NA NA NA NA TRUE "Fagus_Slovenia_Dinarsko" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16_Fagus_Switzerland_Salenstein" "16" "Switzerland Salenstein" NA NA NA NA TRUE "Fagus_Switzerland_Salenstein" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"17_Fagus_Austria_Randgebirge_South" "17" "Austria Randgebirge South" NA NA NA NA FALSE "Fagus_Austria_Randgebirge_South" 0.02 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"17_Fagus_France_Massif_Armoricain" "17" "France Massif Armoricain" 0.998678 0.0381038 1.19138e-06 0.239024 FALSE "Fagus_France_Massif_Armoricain" 0.12 6 TRUE 0.822368755271424 0.704011226582899 0.602688141340261 0.515947825199748 0.441691462159536 0.363714518778566 0.311368039559667 0.266555412423783 0.228192337328082 0.195350571725634 0.160863248291744 0.137711636827269 0.117892051428001 0.10092493719927 0.0863997586241217 0.0739650659666147 0.0609073085558619 0.0521415221104534 0.0446373166562426 0.0382131230013547
"17_Fagus_France_Massif_Central_North" "17" "France Massif Central North" NA NA NA NA FALSE "Fagus_France_Massif_Central_North" 0.02 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"17_Fagus_Iran_Alborz_Mountains" "17" "Iran Alborz Mountains" NA NA NA NA FALSE "Fagus_Iran_Alborz_Mountains" 0.03 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"17_Fagus_Italy_Passo_Fittanze" "17" "Italy Passo Fittanze" 1 0.0433544 0.00765528 0.253911 FALSE "Fagus_Italy_Passo_Fittanze" 0.1 5 TRUE 0.838273463881605 0.703684491240305 0.59152332760383 0.497923407891584 0.419705979093166 0.354254137160722 0.299410567106033 0.253394410879681 0.21473359224692 0.182209649547107 0.15481270374052 0.131704650342949 0.112189033299742 0.0956863552119774 0.0817138163799383 0.0698686666023161 0.0621763747522234 0.0532781914817911 0.0457091480762193 0.0392628746450217
"17_Fagus_Romania_SE_Carpathians" "17" "Romania SE Carpathians" NA NA NA NA TRUE "Fagus_Romania_SE_Carpathians" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"17_Fagus_Slovakia_Middle_Region" "17" "Slovakia Middle Region" NA NA NA NA FALSE "Fagus_Slovakia_Middle_Region" 0.08 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"17_Fagus_Slovenia_Dinarsko" "17" "Slovenia Dinarsko" 1 0.0289823 0.00053476 0.248441 FALSE "Fagus_Slovenia_Dinarsko" 0.26 13 TRUE 0.863299636387393 0.767576696695399 0.682510792484311 0.606910664411673 0.53971874644828 0.479996102209232 0.426909065224231 0.37971738965443 0.337763740020188 0.300464368037124 0.267300841956861 0.237812709130232 0.211590986081452 0.188272382402658 0.167534175426895 0.149089662071371 0.132684122600742 0.118091238465445 0.105109912931741 0.0935614490345471
"17_Fagus_Switzerland_Salenstein" "17" "Switzerland Salenstein" NA NA NA NA TRUE "Fagus_Switzerland_Salenstein" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20_Fagus_Austria_Randgebirge_South" "20" "Austria Randgebirge South" NA NA NA NA TRUE "Fagus_Austria_Randgebirge_South" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20_Fagus_France_Massif_Armoricain" "20" "France Massif Armoricain" NA NA NA NA FALSE "Fagus_France_Massif_Armoricain" 0.08 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20_Fagus_France_Massif_Central_North" "20" "France Massif Central North" NA NA NA NA FALSE "Fagus_France_Massif_Central_North" 0.04 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20_Fagus_Iran_Alborz_Mountains" "20" "Iran Alborz Mountains" NA NA NA NA FALSE "Fagus_Iran_Alborz_Mountains" 0.01 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20_Fagus_Italy_Passo_Fittanze" "20" "Italy Passo Fittanze" NA NA NA NA TRUE "Fagus_Italy_Passo_Fittanze" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20_Fagus_Romania_SE_Carpathians" "20" "Romania SE Carpathians" NA NA NA NA TRUE "Fagus_Romania_SE_Carpathians" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20_Fagus_Slovakia_Middle_Region" "20" "Slovakia Middle Region" NA NA NA NA TRUE "Fagus_Slovakia_Middle_Region" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20_Fagus_Slovenia_Dinarsko" "20" "Slovenia Dinarsko" 0.23258 0.0662632 0.00114039 0.339064 FALSE "Fagus_Slovenia_Dinarsko" 0.1 5 TRUE 0.189372651410659 0.154230139414651 0.125640080900878 0.102375019064067 0.0834384991030732 0.06802139560052 0.0554665339018937 0.0452400233070534 0.0369080230451384 0.0301179068204973 0.0245829894686805 0.0200701390350667 0.0163897267095988 0.0133874714256413 0.0109378203224993 0.00893857452215502 0.0073065248817524 0.00597390705659797 0.00488552136401717 0.0042730444684321
"20_Fagus_Switzerland_Salenstein" "20" "Switzerland Salenstein" NA NA NA NA TRUE "Fagus_Switzerland_Salenstein" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F1_Fagus_Austria_Randgebirge_South" "21_21F1" "Austria Randgebirge South" NA NA NA NA TRUE "Fagus_Austria_Randgebirge_South" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F1_Fagus_France_Massif_Armoricain" "21_21F1" "France Massif Armoricain" NA NA NA NA TRUE "Fagus_France_Massif_Armoricain" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F1_Fagus_France_Massif_Central_North" "21_21F1" "France Massif Central North" NA NA NA NA FALSE "Fagus_France_Massif_Central_North" 0.0256410256410256 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F1_Fagus_Iran_Alborz_Mountains" "21_21F1" "Iran Alborz Mountains" NA NA NA NA TRUE "Fagus_Iran_Alborz_Mountains" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F1_Fagus_Italy_Passo_Fittanze" "21_21F1" "Italy Passo Fittanze" NA NA NA NA FALSE "Fagus_Italy_Passo_Fittanze" 0.0666666666666667 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F1_Fagus_Romania_SE_Carpathians" "21_21F1" "Romania SE Carpathians" NA NA NA NA TRUE "Fagus_Romania_SE_Carpathians" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F1_Fagus_Slovakia_Middle_Region" "21_21F1" "Slovakia Middle Region" NA NA NA NA FALSE "Fagus_Slovakia_Middle_Region" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F1_Fagus_Slovenia_Dinarsko" "21_21F1" "Slovenia Dinarsko" NA NA NA NA FALSE "Fagus_Slovenia_Dinarsko" 0.25 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F1_Fagus_Switzerland_Salenstein" "21_21F1" "Switzerland Salenstein" NA NA NA NA TRUE "Fagus_Switzerland_Salenstein" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F2_Fagus_Austria_Randgebirge_South" "21_21F2" "Austria Randgebirge South" NA NA NA NA TRUE "Fagus_Austria_Randgebirge_South" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F2_Fagus_France_Massif_Armoricain" "21_21F2" "France Massif Armoricain" NA NA NA NA FALSE "Fagus_France_Massif_Armoricain" 0.05 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F2_Fagus_France_Massif_Central_North" "21_21F2" "France Massif Central North" NA NA NA NA FALSE "Fagus_France_Massif_Central_North" 0.3 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F2_Fagus_Iran_Alborz_Mountains" "21_21F2" "Iran Alborz Mountains" NA NA NA NA FALSE "Fagus_Iran_Alborz_Mountains" 0.0571428571428571 4 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F2_Fagus_Italy_Passo_Fittanze" "21_21F2" "Italy Passo Fittanze" NA NA NA NA FALSE "Fagus_Italy_Passo_Fittanze" 0.15 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F2_Fagus_Romania_SE_Carpathians" "21_21F2" "Romania SE Carpathians" NA NA NA NA TRUE "Fagus_Romania_SE_Carpathians" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F2_Fagus_Slovakia_Middle_Region" "21_21F2" "Slovakia Middle Region" NA NA NA NA FALSE "Fagus_Slovakia_Middle_Region" 0.1 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F2_Fagus_Slovenia_Dinarsko" "21_21F2" "Slovenia Dinarsko" NA NA NA NA FALSE "Fagus_Slovenia_Dinarsko" 0.0333333333333333 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21_21F2_Fagus_Switzerland_Salenstein" "21_21F2" "Switzerland Salenstein" NA NA NA NA TRUE "Fagus_Switzerland_Salenstein" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_Fagus_Austria_Randgebirge_South" "22" "Austria Randgebirge South" NA NA NA NA TRUE "Fagus_Austria_Randgebirge_South" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_Fagus_France_Massif_Armoricain" "22" "France Massif Armoricain" NA NA NA NA FALSE "Fagus_France_Massif_Armoricain" 0.02 1 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_Fagus_France_Massif_Central_North" "22" "France Massif Central North" NA NA NA NA TRUE "Fagus_France_Massif_Central_North" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_Fagus_Iran_Alborz_Mountains" "22" "Iran Alborz Mountains" NA NA NA NA FALSE "Fagus_Iran_Alborz_Mountains" 0.02 2 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_Fagus_Italy_Passo_Fittanze" "22" "Italy Passo Fittanze" 0.999998 0.0425122 1.66947e-06 0.0497492 FALSE "Fagus_Italy_Passo_Fittanze" 0.12 6 TRUE 0.401603723837144 0.168447170690193 0.0706529583338352 0.0296345012149557 0.012429839858803 0.00521355651268282 0.00218677086050505 0.000917219145558744 0.000384718955743776 0.000154507039897522 6.48067226594991e-05 2.71826934202531e-05 1.1401593556089e-05 4.78232695173299e-06 2.00592002294957e-06 8.41373062546125e-07 3.52910218975436e-07 1.48026852660787e-07 6.20893934224248e-08 2.49361191167389e-08
"22_Fagus_Romania_SE_Carpathians" "22" "Romania SE Carpathians" NA NA NA NA TRUE "Fagus_Romania_SE_Carpathians" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_Fagus_Slovakia_Middle_Region" "22" "Slovakia Middle Region" NA NA NA NA TRUE "Fagus_Slovakia_Middle_Region" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22_Fagus_Slovenia_Dinarsko" "22" "Slovenia Dinarsko" 0.990664 0.0232707 9.31032e-05 0.0469927 FALSE "Fagus_Slovenia_Dinarsko" 0.42 21 TRUE 0.59016110615296 0.359965176546937 0.219568660884977 0.130821247030047 0.0798048001886718 0.0486855072376787 0.0297023175231568 0.0177003917697243 0.0107997665060984 0.00658970237745977 0.00392755276622716 0.00239670344839989 0.00146260318350234 0.000892603668603173 0.000532107585633417 0.00032476739802488 0.000198228153361796 0.000118187014262712 7.21445421374404e-05 4.40409957651723e-05
"22_Fagus_Switzerland_Salenstein" "22" "Switzerland Salenstein" NA NA NA NA TRUE "Fagus_Switzerland_Salenstein" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"23_Fagus_Austria_Randgebirge_South" "23" "Austria Randgebirge South" NA NA NA NA FALSE "Fagus_Austria_Randgebirge_South" 0.06 3 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"23_Fagus_France_Massif_Armoricain" "23" "France Massif Armoricain" 0.177146 0.00979313 0.000262253 0.0942047 FALSE "Fagus_France_Massif_Armoricain" 0.175 7 TRUE 0.158973098653382 0.142668719955987 0.129305586095833 0.116050471135537 0.104157213935855 0.0944086520016143 0.0847380994771564 0.0768109977485091 0.0689469076463541 0.0618897868614816 0.0561044809756517 0.0503646925832464 0.0456590598787344 0.040990199717243 0.0367998370460818 0.0333641836699368 0.0299551001481257 0.0268951412978115 0.024386093863354 0.0218962471935482
"23_Fagus_France_Massif_Central_North" "23" "France Massif Central North" 0.208328 0.0179047 9.16061e-06 0.1353 FALSE "Fagus_France_Massif_Central_North" 0.16 8 TRUE 0.180292250159676 0.158874176292459 0.137494049786269 0.121160536362875 0.106767469921139 0.0923998509152498 0.0814235559257862 0.0704666396350134 0.0620959658330923 0.0547196980255164 0.0473564256840879 0.0417311402733935 0.0361157512278506 0.0318257772678117 0.0280454146900686 0.0242716887444304 0.0213886745061134 0.0185107142632171 0.0163120327401469 0.0143745240129481
"23_Fagus_Iran_Alborz_Mountains" "23" "Iran Alborz Mountains" 0.322999 0.0517888 0.469505 0.0689366 FALSE "Fagus_Iran_Alborz_Mountains" 0.163265306122449 16 TRUE 0.174047990464932 0.119331903978029 0.0958645894259614 0.0828019856573385 0.0760363405427312 0.0718143811193005 0.0694636851195301 0.06793044744152 0.0670524788644704 0.066469874012991 0.0661325897284478 0.0659072627467803 0.0657762564994372 0.0656885056458259 0.0656374014997019 0.0656031355967825 0.0655831668461059 0.0655697721872686 0.0655619643378899 0.0655567261565342
"23_Fagus_Italy_Passo_Fittanze" "23" "Italy Passo Fittanze" 0.658352 0.105686 0.999075 0.064987 FALSE "Fagus_Italy_Passo_Fittanze" 0.3 15 TRUE 0.229216810011482 0.161300524790142 0.140697276299577 0.134312146871017 0.131979576045713 0.131076637521806 0.130770314385191 0.130650435009017 0.130609597919669 0.130594181007593 0.130588137967424 0.130586078155379 0.130585270701741 0.130584995467944 0.1305848915381 0.130584850796793 0.130584836909395 0.130584831665427 0.13058482960975 0.130584828909035
"23_Fagus_Romania_SE_Carpathians" "23" "Romania SE Carpathians" NA NA NA NA TRUE "Fagus_Romania_SE_Carpathians" 0 0 FALSE 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"23_Fagus_Slovakia_Middle_Region" "23" "Slovakia Middle Region" 0.158623 0.0161352 0.309262 0.058967 FALSE "Fagus_Slovakia_Middle_Region" 0.12 6 TRUE 0.125359618892245 0.105519837395512 0.0930102359289862 0.0847961570389147 0.0792404507471899 0.0754004735892278 0.072703947929107 0.0707882649407337 0.0694156856332089 0.0684260874767665 0.0677093419566928 0.0671884758581829 0.0668090263477342 0.0665321000836751 0.0663297292489559 0.0661816983544211 0.0660733392753777 0.0659939787567856 0.0659358341255566 0.0658932216819745
"23_Fagus_Slovenia_Dinarsko" "23" "Slovenia Dinarsko" 0.999265 0.0168407 0.227664 0.0739872 FALSE "Fagus_Slovenia_Dinarsko" 0.72 36 TRUE 0.810117590992917 0.686553623393619 0.607562275850412 0.547117265365005 0.506352325175755 0.473819137668049 0.451124652610966 0.432524904715673 0.419269999273584 0.408222223148405 0.400241945814096 0.39351915567797 0.388621200657893 0.384467033057124 0.381423982431414 0.378831943388191 0.376926643092414 0.375299305376913 0.374100498989339 0.373074816028756
