Date GDD
2022-02-05 0
2022-02-06 0
2022-02-07 0
2022-02-08 1.85000000000002
2022-02-09 5.30000000000007
2022-02-10 6.15000000000009
2022-02-11 6.15000000000009
2022-02-12 6.15000000000009
2022-02-13 6.15000000000009
2022-02-14 9.60000000000014
2022-02-15 11.2500000000002
2022-02-16 14.7000000000002
2022-02-17 16.3500000000003
2022-02-18 17.2000000000003
2022-02-19 17.2000000000003
2022-02-20 17.4500000000003
2022-02-21 17.4500000000003
2022-02-22 17.9000000000004
2022-02-23 19.1500000000004
2022-02-24 20.3000000000005
2022-02-25 20.3000000000005
2022-02-26 20.3000000000005
2022-02-27 20.3000000000005
2022-02-28 20.3000000000005
2022-03-01 20.3000000000005
2022-03-02 20.3000000000005
2022-03-03 20.3000000000005
2022-03-04 20.3000000000005
2022-03-05 20.3000000000005
2022-03-06 20.3000000000005
2022-03-07 20.3000000000005
2022-03-08 20.3000000000005
2022-03-09 20.3000000000005
2022-03-10 20.3000000000005
2022-03-11 20.3000000000005
2022-03-12 20.6500000000005
2022-03-13 21.5000000000005
2022-03-14 22.5500000000005
2022-03-15 23.9000000000005
2022-03-16 24.6500000000006
2022-03-17 25.5000000000006
2022-03-18 25.5000000000006
2022-03-19 25.5000000000006
2022-03-20 27.2500000000007
2022-03-21 29.5000000000007
2022-03-22 32.2500000000008
2022-03-23 34.8000000000008
2022-03-24 36.4500000000008
2022-03-25 39.7000000000009
2022-03-26 43.5500000000009
2022-03-27 46.4000000000009
2022-03-28 48.250000000001
2022-03-29 49.800000000001
2022-03-30 49.800000000001
2022-03-31 49.800000000001
2022-04-01 49.800000000001
2022-04-02 49.800000000001
2022-04-03 49.800000000001
2022-04-04 49.800000000001
2022-04-05 50.550000000001
2022-04-06 54.600000000001
2022-04-07 57.6500000000011
2022-04-08 58.2000000000011
2022-04-09 58.2000000000011
2022-04-10 58.2000000000011
2022-04-11 59.2500000000011
2022-04-12 64.2000000000011
2022-04-13 73.5500000000011
2022-04-14 80.5000000000011
2022-04-15 83.2500000000012
2022-04-16 85.3000000000012
2022-04-17 87.9500000000012
2022-04-18 91.9000000000013
2022-04-19 95.7500000000013
2022-04-20 99.8000000000013
2022-04-21 104.050000000001
2022-04-22 108.900000000001
2022-04-23 114.950000000001
2022-04-24 119.100000000001
2022-04-25 123.050000000001
2022-04-26 127.600000000001
2022-04-27 132.350000000002
2022-04-28 136.900000000002
2022-04-29 141.450000000002
2022-04-30 146.100000000002
2022-05-01 151.250000000002
2022-05-02 157.500000000002
2022-05-03 162.250000000002
2022-05-04 166.900000000002
2022-05-05 172.950000000002
2022-05-06 181.000000000002
2022-05-07 190.150000000002
2022-05-08 196.500000000002
2022-05-09 205.250000000002
2022-05-10 218.400000000002
2022-05-11 231.950000000002
2022-05-12 241.400000000002
2022-05-13 249.350000000002
2022-05-14 258.400000000002
2022-05-15 267.450000000002
2022-05-16 280.200000000002
2022-05-17 290.850000000002
2022-05-18 305.200000000002
2022-05-19 321.650000000002
2022-05-20 333.800000000002
2022-05-21 342.350000000002
2022-05-22 350.300000000002
2022-05-23 362.250000000002
2022-05-24 372.500000000002
2022-05-25 381.950000000002
2022-05-26 392.100000000002
2022-05-27 399.550000000002
2022-05-28 404.900000000002
2022-05-29 410.350000000002
2022-05-30 415.300000000002
2022-05-31 422.150000000002
2022-06-01 428.700000000002
2022-06-02 435.550000000002
2022-06-03 445.600000000002
2022-06-04 457.050000000002
2022-06-05 470.400000000002
2022-06-06 483.750000000002
2022-06-07 495.400000000002
2022-06-08 507.450000000002
2022-06-09 519.600000000002
2022-06-10 532.150000000002
2022-06-11 547.500000000002
2022-06-12 560.750000000002
2022-06-13 569.700000000002
2022-06-14 578.450000000002
2022-06-15 590.600000000002
2022-06-16 602.850000000002
2022-06-17 616.600000000003
2022-06-18 634.650000000002
2022-06-19 646.600000000003
2022-06-20 656.050000000003
2022-06-21 668.200000000003
2022-06-22 681.650000000002
2022-06-23 698.800000000003
2022-06-24 717.750000000003
2022-06-25 735.300000000003
2022-06-26 753.850000000003
2022-06-27 769.500000000003
2022-06-28 783.450000000003
2022-06-29 798.700000000003
2022-06-30 816.050000000003
2022-07-01 827.600000000003
2022-07-02 841.450000000003
2022-07-03 858.000000000003
2022-07-04 871.050000000003
2022-07-05 882.800000000003
2022-07-06 893.150000000003
2022-07-07 903.800000000003
2022-07-08 914.950000000003
2022-07-09 926.000000000003
2022-07-10 935.750000000003
2022-07-11 947.200000000003
2022-07-12 961.350000000003
2022-07-13 973.900000000003
2022-07-14 984.850000000003
2022-07-15 995.000000000003
2022-07-16 1005.75
2022-07-17 1017.3
2022-07-18 1033.35
2022-07-19 1053.8
2022-07-20 1077.85
2022-07-21 1093.5
2022-07-22 1106.55
2022-07-23 1118.1
2022-07-24 1133.45
2022-07-25 1152.7
2022-07-26 1165.25
2022-07-27 1175.2
2022-07-28 1185.35
2022-07-29 1199.9
2022-07-30 1215.55
2022-07-31 1230.3
2022-08-01 1243.95
2022-08-02 1257.9
2022-08-03 1278.25
2022-08-04 1299.4
2022-08-05 1311.75
2022-08-06 1322.1
2022-08-07 1333.75
2022-08-08 1346.6
2022-08-09 1360.85
2022-08-10 1375.8
2022-08-11 1392.65
2022-08-12 1410.3
2022-08-13 1428.35
2022-08-14 1448.1
2022-08-15 1466.05
2022-08-16 1484
2022-08-17 1502.25
2022-08-18 1519.7
2022-08-19 1534.25
2022-08-20 1548.6
2022-08-21 1561.95
2022-08-22 1576.4
2022-08-23 1592.45
2022-08-24 1609
2022-08-25 1625.55
2022-08-26 1642.3
2022-08-27 1656.35
2022-08-28 1668
2022-08-29 1679.95
2022-08-30 1690.8
2022-08-31 1701.45
2022-09-01 1712
2022-09-02 1722.65
2022-09-03 1734.2
2022-09-04 1747.15
2022-09-05 1761.3
2022-09-06 1773.85
2022-09-07 1786.2
2022-09-08 1795.55
2022-09-09 1805.9
2022-09-10 1816.15
2022-09-11 1826.6
2022-09-12 1837.05
2022-09-13 1848.1
2022-09-14 1857.35
2022-09-15 1865.6
2022-09-16 1872.45
2022-09-17 1878.8
2022-09-18 1883.65
2022-09-19 1889.7
2022-09-20 1894.95
2022-09-21 1900.1
2022-09-22 1905.75
2022-09-23 1912.8
2022-09-24 1919.35
2022-09-25 1925.6
2022-09-26 1931.45
2022-09-27 1936.3
2022-09-28 1938.85
2022-09-29 1942.1
2022-09-30 1947.25
2022-10-01 1953
2022-10-02 1959.95
2022-10-03 1967.3
2022-10-04 1975.15
2022-10-05 1984.8
2022-10-06 1993.45
2022-10-07 1999.6
2022-10-08 2005.05
2022-10-09 2009.8
2022-10-10 2016.05
2022-10-11 2020.5
2022-10-12 2024.75
2022-10-13 2031
2022-10-14 2039.25
2022-10-15 2048.8
2022-10-16 2057.65
2022-10-17 2069
2022-10-18 2078.25000000001
2022-10-19 2083.8
2022-10-20 2088.25000000001
2022-10-21 2095.3
2022-10-22 2104.55
2022-10-23 2112.50000000001
2022-10-24 2122.45
2022-10-25 2130.2
2022-10-26 2136.35
2022-10-27 2145.60000000001
2022-10-28 2157.65000000001
2022-10-29 2167.90000000001
2022-10-30 2177.85000000001
2022-10-31 2185.30000000001
2022-11-01 2193.45000000001
2022-11-02 2198.50000000001
2022-11-03 2202.75000000001
2022-11-04 2207.20000000001
2022-11-05 2209.35000000001
2022-11-06 2213.20000000001
2022-11-07 2219.55000000001
2022-11-08 2227.50000000001
2022-11-09 2235.25000000001
2022-11-10 2241.50000000001
2022-11-11 2246.75000000001
2022-11-12 2248.90000000001
2022-11-13 2250.35000000001
2022-11-14 2252.10000000001
2022-11-15 2255.45000000001
2022-11-16 2256.70000000001
2022-11-17 2256.70000000001
2022-11-18 2256.70000000001
2022-11-19 2256.70000000001
2022-11-20 2256.70000000001
2022-11-21 2256.70000000001
2022-11-22 2256.70000000001
2022-11-23 2256.70000000001
2022-11-24 2256.75000000001
2022-11-25 2256.75000000001
2022-11-26 2257.60000000001
2022-11-27 2257.60000000001
2022-11-28 2257.60000000001
2022-11-29 2257.60000000001
2022-11-30 2257.60000000001
2022-12-01 2257.60000000001
2022-12-02 2257.60000000001
2022-12-03 2257.60000000001
2022-12-04 2257.60000000001
2022-12-05 NA
2022-12-06 NA
2022-12-07 NA
2022-12-08 NA
2022-12-09 NA
2022-12-10 NA
2022-12-11 NA
2022-12-12 NA
2022-12-13 NA
2022-12-14 NA
2022-12-15 NA
2022-12-16 NA
2022-12-17 NA
2022-12-18 NA
2022-12-19 NA
2022-12-20 NA
2022-12-21 NA
2022-12-22 NA
2022-12-23 NA
2022-12-24 NA
2022-12-25 NA
2022-12-26 NA
2022-12-27 NA
2022-12-28 NA
2022-12-29 NA
2022-12-30 NA
2022-12-31 NA
