Date GDD
2022-01-13 0
2022-01-14 0
2022-01-15 0
2022-01-16 0
2022-01-17 0
2022-01-18 0
2022-01-19 0
2022-01-20 0
2022-01-21 0
2022-01-22 0
2022-01-23 0
2022-01-24 0
2022-01-25 0
2022-01-26 0
2022-01-27 0
2022-01-28 0
2022-01-29 0
2022-01-30 0.0500000000000096
2022-01-31 0.0500000000000096
2022-02-01 0.0500000000000096
2022-02-02 1.00000000000006
2022-02-03 1.35000000000008
2022-02-04 1.35000000000008
2022-02-05 1.35000000000008
2022-02-06 1.35000000000008
2022-02-07 1.35000000000008
2022-02-08 1.35000000000008
2022-02-09 1.35000000000008
2022-02-10 1.40000000000009
2022-02-11 1.40000000000009
2022-02-12 1.40000000000009
2022-02-13 1.40000000000009
2022-02-14 1.40000000000009
2022-02-15 1.40000000000009
2022-02-16 1.85000000000014
2022-02-17 8.00000000000014
2022-02-18 12.7500000000002
2022-02-19 12.7500000000002
2022-02-20 15.1000000000002
2022-02-21 15.9500000000002
2022-02-22 17.1000000000003
2022-02-23 19.3500000000003
2022-02-24 20.8000000000004
2022-02-25 20.8000000000004
2022-02-26 20.8000000000004
2022-02-27 20.8000000000004
2022-02-28 20.8000000000004
2022-03-01 20.8000000000004
2022-03-02 20.8000000000004
2022-03-03 20.9500000000004
2022-03-04 20.9500000000004
2022-03-05 20.9500000000004
2022-03-06 20.9500000000004
2022-03-07 20.9500000000004
2022-03-08 20.9500000000004
2022-03-09 20.9500000000004
2022-03-10 20.9500000000004
2022-03-11 21.4000000000005
2022-03-12 23.2500000000005
2022-03-13 26.2000000000005
2022-03-14 29.8500000000006
2022-03-15 32.5000000000006
2022-03-16 36.6500000000006
2022-03-17 41.4000000000007
2022-03-18 44.6500000000007
2022-03-19 46.8000000000008
2022-03-20 49.7500000000008
2022-03-21 52.5000000000009
2022-03-22 55.2500000000009
2022-03-23 58.600000000001
2022-03-24 62.950000000001
2022-03-25 67.900000000001
2022-03-26 73.6500000000011
2022-03-27 79.4000000000012
2022-03-28 85.0500000000012
2022-03-29 91.0000000000012
2022-03-30 95.6500000000013
2022-03-31 97.8000000000013
2022-04-01 97.8000000000013
2022-04-02 97.8000000000013
2022-04-03 97.8000000000013
2022-04-04 97.8000000000013
2022-04-05 100.450000000001
2022-04-06 105.900000000001
2022-04-07 111.750000000001
2022-04-08 118.300000000001
2022-04-09 118.300000000001
2022-04-10 118.300000000001
2022-04-11 121.550000000001
2022-04-12 129.400000000001
2022-04-13 139.850000000001
2022-04-14 150.100000000001
2022-04-15 160.150000000001
2022-04-16 165.600000000001
2022-04-17 169.250000000002
2022-04-18 173.100000000002
2022-04-19 179.250000000002
2022-04-20 184.600000000002
2022-04-21 190.050000000002
2022-04-22 195.800000000002
2022-04-23 201.850000000002
2022-04-24 206.000000000002
2022-04-25 210.950000000002
2022-04-26 214.700000000002
2022-04-27 219.850000000002
2022-04-28 226.300000000002
2022-04-29 234.050000000002
2022-04-30 239.900000000002
2022-05-01 245.450000000002
2022-05-02 252.600000000002
2022-05-03 260.550000000002
2022-05-04 268.300000000002
2022-05-05 274.650000000002
2022-05-06 281.300000000002
2022-05-07 289.250000000002
2022-05-08 298.000000000002
2022-05-09 308.450000000002
2022-05-10 320.500000000002
2022-05-11 334.950000000002
2022-05-12 350.000000000002
2022-05-13 362.350000000002
2022-05-14 375.700000000002
2022-05-15 390.050000000002
2022-05-16 403.700000000002
2022-05-17 417.350000000002
2022-05-18 432.500000000002
2022-05-19 448.250000000002
2022-05-20 466.100000000002
2022-05-21 480.350000000002
2022-05-22 493.600000000002
2022-05-23 507.150000000002
2022-05-24 516.100000000002
2022-05-25 526.450000000002
2022-05-26 537.600000000002
2022-05-27 549.150000000002
2022-05-28 558.700000000002
2022-05-29 565.550000000002
2022-05-30 573.700000000002
2022-05-31 583.450000000002
2022-06-01 593.100000000002
2022-06-02 605.350000000003
2022-06-03 618.900000000003
2022-06-04 634.750000000003
2022-06-05 647.900000000003
2022-06-06 660.450000000003
2022-06-07 671.500000000003
2022-06-08 681.450000000003
2022-06-09 690.200000000003
2022-06-10 700.750000000003
2022-06-11 714.200000000003
2022-06-12 730.450000000003
2022-06-13 744.400000000003
2022-06-14 758.050000000003
2022-06-15 774.900000000003
2022-06-16 792.450000000003
2022-06-17 809.400000000003
2022-06-18 828.550000000003
2022-06-19 849.700000000003
2022-06-20 869.450000000003
2022-06-21 886.900000000003
2022-06-22 901.550000000003
2022-06-23 917.600000000003
2022-06-24 929.550000000003
2022-06-25 943.900000000003
2022-06-26 960.450000000003
2022-06-27 974.100000000003
2022-06-28 986.250000000003
2022-06-29 1001.5
2022-06-30 1017.05
2022-07-01 1027
2022-07-02 1040.25
2022-07-03 1057.3
2022-07-04 1072.15
2022-07-05 1087.4
2022-07-06 1101.85
2022-07-07 1114.7
2022-07-08 1127.65
2022-07-09 1141.2
2022-07-10 1155.45
2022-07-11 1169
2022-07-12 1183.95
2022-07-13 1201.75
2022-07-14 1222.4
2022-07-15 1239.95
2022-07-16 1256.2
2022-07-17 1273.25
2022-07-18 1292.2
2022-07-19 1312.85
2022-07-20 1332.7
2022-07-21 1350.45
2022-07-22 1369.9
2022-07-23 1386.95
2022-07-24 1406.2
2022-07-25 1427.65
2022-07-26 1444
2022-07-27 1459.95
2022-07-28 1476.3
2022-07-29 1490.35
2022-07-30 1505.6
2022-07-31 1522.85
2022-08-01 1541
2022-08-02 1559.05
2022-08-03 1579
2022-08-04 1601.45
2022-08-05 1621.9
2022-08-06 1635.05
2022-08-07 1648.5
2022-08-08 1663.95
2022-08-09 1680.2
2022-08-10 1696.55
2022-08-11 1713.1
2022-08-12 1729.25
2022-08-13 1744.8
2022-08-14 1760.95
2022-08-15 1775.7
2022-08-16 1792.15
2022-08-17 1809.3
2022-08-18 1822.45
2022-08-19 1834.6
2022-08-20 1847.75
2022-08-21 1861.9
2022-08-22 1876.95
2022-08-23 1892.1
2022-08-24 1907.25
2022-08-25 1923.4
2022-08-26 1939.35
2022-08-27 1953.2
2022-08-28 1967.45
2022-08-29 1982.8
2022-08-30 1998.55
2022-08-31 2010.5
2022-09-01 2022.15
2022-09-02 2034
