Date GDD
2022-04-01 0
2022-04-02 0
2022-04-03 0
2022-04-04 0
2022-04-05 3.15000000000003
2022-04-06 8.90000000000013
2022-04-07 13.6500000000002
2022-04-08 19.8000000000002
2022-04-09 19.8000000000002
2022-04-10 20.3500000000002
2022-04-11 24.3000000000003
2022-04-12 32.3500000000003
2022-04-13 43.2000000000003
2022-04-14 54.0500000000003
2022-04-15 64.3000000000004
2022-04-16 71.3500000000003
2022-04-17 75.9000000000004
2022-04-18 80.9500000000004
2022-04-19 87.1000000000004
2022-04-20 93.7500000000004
2022-04-21 99.9000000000004
2022-04-22 106.45
2022-04-23 113.1
2022-04-24 117.15
2022-04-25 122.1
2022-04-26 127.25
2022-04-27 132.9
2022-04-28 140.150000000001
2022-04-29 148.400000000001
2022-04-30 155.250000000001
2022-05-01 161.300000000001
2022-05-02 168.650000000001
2022-05-03 176.700000000001
2022-05-04 184.750000000001
2022-05-05 190.700000000001
2022-05-06 197.450000000001
2022-05-07 205.600000000001
2022-05-08 214.250000000001
2022-05-09 224.900000000001
2022-05-10 237.450000000001
2022-05-11 252.400000000001
2022-05-12 267.650000000001
2022-05-13 280.800000000001
2022-05-14 293.950000000001
2022-05-15 308.400000000001
2022-05-16 322.450000000001
2022-05-17 337.000000000001
2022-05-18 352.550000000001
2022-05-19 369.000000000001
2022-05-20 387.450000000001
2022-05-21 403.800000000001
2022-05-22 418.650000000001
2022-05-23 433.200000000001
2022-05-24 442.950000000001
2022-05-25 453.400000000001
2022-05-26 464.850000000001
2022-05-27 476.900000000001
2022-05-28 487.250000000001
2022-05-29 495.200000000001
2022-05-30 503.650000000001
2022-05-31 513.100000000001
2022-06-01 523.150000000001
2022-06-02 536.000000000001
2022-06-03 550.250000000001
2022-06-04 566.700000000001
2022-06-05 580.550000000001
2022-06-06 594.100000000001
2022-06-07 605.750000000001
2022-06-08 615.700000000001
2022-06-09 624.550000000001
2022-06-10 635.100000000001
2022-06-11 648.650000000001
2022-06-12 665.000000000001
2022-06-13 680.250000000001
2022-06-14 694.700000000001
2022-06-15 712.550000000001
2022-06-16 731.800000000001
2022-06-17 749.350000000001
2022-06-18 769.200000000001
2022-06-19 791.350000000001
2022-06-20 812.100000000001
2022-06-21 831.350000000001
2022-06-22 847.100000000002
2022-06-23 862.850000000002
2022-06-24 874.800000000002
2022-06-25 889.150000000002
2022-06-26 905.500000000002
2022-06-27 919.550000000002
2022-06-28 931.700000000002
2022-06-29 947.450000000002
2022-06-30 963.400000000002
2022-07-01 974.050000000002
2022-07-02 987.700000000002
2022-07-03 1005.75
2022-07-04 1021.1
2022-07-05 1037.15
2022-07-06 1052.1
2022-07-07 1065.85
2022-07-08 1079.5
2022-07-09 1094.15
2022-07-10 1109.2
2022-07-11 1123.55
2022-07-12 1139.3
2022-07-13 1158
2022-07-14 1179.65
2022-07-15 1198.2
2022-07-16 1215.15
2022-07-17 1232.5
2022-07-18 1252.15
2022-07-19 1273.7
2022-07-20 1293.65
2022-07-21 1312
2022-07-22 1331.95
2022-07-23 1349.8
2022-07-24 1368.95
2022-07-25 1390.5
2022-07-26 1407.25
2022-07-27 1423.3
2022-07-28 1439.65
2022-07-29 1453.8
2022-07-30 1469.05
2022-07-31 1486.7
2022-08-01 1505.75
2022-08-02 1524.1
2022-08-03 1544.35
2022-08-04 1566.6
2022-08-05 1587.15
2022-08-06 1601.3
2022-08-07 1615.25
2022-08-08 1631.1
2022-08-09 1647.85
2022-08-10 1664.6
2022-08-11 1681.85
2022-08-12 1698.8
2022-08-13 1714.45
2022-08-14 1729.1
2022-08-15 1743.35
2022-08-16 1759.9
2022-08-17 1776.05
2022-08-18 1789.2
2022-08-19 1801.65
2022-08-20 1815.1
2022-08-21 1829.35
2022-08-22 1844.3
2022-08-23 1859.05
2022-08-24 1873.7
2022-08-25 1890.45
2022-08-26 1906.1
2022-08-27 1920.45
2022-08-28 1934.6
2022-08-29 1950.15
2022-08-30 1965.3
2022-08-31 1978.55
2022-09-01 1990.8
2022-09-02 2002.75
2022-09-03 2015.4
2022-09-04 2029.95
2022-09-05 2045.4
2022-09-06 2059.85
2022-09-07 2074.3
2022-09-08 2087.25
2022-09-09 2099
2022-09-10 2109.65
2022-09-11 2120.8
2022-09-12 2132.45
2022-09-13 2146.9
2022-09-14 2161.65
2022-09-15 2173.4
2022-09-16 2183.35
2022-09-17 2188.6
2022-09-18 2194.95
2022-09-19 2201.6
2022-09-20 2207.05
2022-09-21 2212.7
2022-09-22 2218.55
2022-09-23 2226.8
2022-09-24 2234.95
2022-09-25 2241.6
2022-09-26 2248.35
2022-09-27 2253.7
2022-09-28 2259.05
2022-09-29 2263.8
2022-09-30 2268.65
2022-10-01 2274.6
2022-10-02 2285.55
2022-10-03 2293.8
2022-10-04 2301.15
2022-10-05 2309.7
2022-10-06 2318.25
2022-10-07 2327.4
2022-10-08 2335.85
2022-10-09 2342.4
2022-10-10 2351.75
2022-10-11 2360.4
2022-10-12 2368.85
2022-10-13 2376.6
2022-10-14 2385.55
2022-10-15 2396.2
2022-10-16 2406.75
2022-10-17 2417
2022-10-18 2427.75
2022-10-19 2435.5
2022-10-20 2444.75
2022-10-21 2454.1
2022-10-22 2463.35
2022-10-23 2472.3
2022-10-24 2480.15
2022-10-25 2487.2
2022-10-26 2496.35
2022-10-27 2504.7
2022-10-28 2515.25
2022-10-29 2525.1
2022-10-30 2533.95
2022-10-31 2541.6
2022-11-01 2549.05
2022-11-02 2554.5
2022-11-03 2557.65
2022-11-04 2560.3
2022-11-05 2562.05
2022-11-06 2562.5
2022-11-07 2566.75000000001
2022-11-08 2570.50000000001
2022-11-09 2575.25000000001
2022-11-10 2579.6
2022-11-11 2581.05000000001
2022-11-12 2582.50000000001
2022-11-13 2582.75000000001
2022-11-14 2585.90000000001
2022-11-15 2589.35000000001
2022-11-16 2593.50000000001
2022-11-17 2599.25000000001
2022-11-18 2601.70000000001
2022-11-19 2601.85000000001
2022-11-20 2602.40000000001
2022-11-21 2603.85000000001
2022-11-22 2604.70000000001
2022-11-23 2604.70000000001
2022-11-24 2606.25000000001
2022-11-25 2607.90000000001
2022-11-26 2607.90000000001
2022-11-27 2607.90000000001
2022-11-28 2608.85000000001
2022-11-29 2609.50000000001
2022-11-30 2609.55000000001
2022-12-01 2609.55000000001
2022-12-02 2609.55000000001
2022-12-03 2609.55000000001
2022-12-04 2609.55000000001
2022-12-05 NA
2022-12-06 NA
2022-12-07 NA
2022-12-08 NA
2022-12-09 NA
2022-12-10 NA
2022-12-11 NA
2022-12-12 NA
2022-12-13 NA
2022-12-14 NA
2022-12-15 NA
2022-12-16 NA
2022-12-17 NA
2022-12-18 NA
2022-12-19 NA
2022-12-20 NA
2022-12-21 NA
2022-12-22 NA
2022-12-23 NA
2022-12-24 NA
2022-12-25 NA
2022-12-26 NA
2022-12-27 NA
2022-12-28 NA
2022-12-29 NA
2022-12-30 NA
2022-12-31 NA
