Date GDD
2022-04-01 0
2022-04-02 0
2022-04-03 0
2022-04-04 0
2022-04-05 2.65000000000003
2022-04-06 7.70000000000003
2022-04-07 11.8500000000001
2022-04-08 17.3000000000001
2022-04-09 17.3000000000001
2022-04-10 17.3000000000001
2022-04-11 20.9500000000001
2022-04-12 28.7000000000002
2022-04-13 38.9500000000003
2022-04-14 49.2000000000004
2022-04-15 58.9500000000005
2022-04-16 65.5000000000005
2022-04-17 69.5500000000005
2022-04-18 74.1000000000005
2022-04-19 79.6500000000005
2022-04-20 85.7000000000005
2022-04-21 91.3500000000005
2022-04-22 97.4000000000005
2022-04-23 103.350000000001
2022-04-24 106.800000000001
2022-04-25 111.150000000001
2022-04-26 115.700000000001
2022-04-27 120.750000000001
2022-04-28 127.500000000001
2022-04-29 135.250000000001
2022-04-30 141.400000000001
2022-05-01 146.750000000001
2022-05-02 153.500000000001
2022-05-03 160.850000000001
2022-05-04 168.300000000001
2022-05-05 173.650000000001
2022-05-06 179.800000000001
2022-05-07 187.350000000001
2022-05-08 195.400000000001
2022-05-09 205.250000000001
2022-05-10 217.100000000001
2022-05-11 231.350000000001
2022-05-12 245.900000000001
2022-05-13 258.350000000001
2022-05-14 270.900000000001
2022-05-15 284.750000000001
2022-05-16 298.100000000001
2022-05-17 311.950000000001
2022-05-18 326.900000000001
2022-05-19 342.750000000001
2022-05-20 360.700000000001
2022-05-21 376.650000000001
2022-05-22 391.300000000001
2022-05-23 405.350000000001
2022-05-24 414.400000000001
2022-05-25 424.150000000001
2022-05-26 434.900000000001
2022-05-27 446.350000000001
2022-05-28 456.000000000001
2022-05-29 463.250000000001
2022-05-30 471.100000000001
2022-05-31 480.050000000001
2022-06-01 489.500000000001
2022-06-02 501.850000000001
2022-06-03 515.600000000001
2022-06-04 531.450000000001
2022-06-05 544.800000000001
2022-06-06 557.650000000001
2022-06-07 568.700000000001
2022-06-08 578.050000000001
2022-06-09 586.300000000002
2022-06-10 596.250000000001
2022-06-11 609.200000000002
2022-06-12 624.950000000002
2022-06-13 639.600000000002
2022-06-14 653.550000000002
2022-06-15 670.900000000002
2022-06-16 689.450000000002
2022-06-17 706.400000000002
2022-06-18 725.750000000002
2022-06-19 747.200000000002
2022-06-20 767.250000000002
2022-06-21 785.900000000002
2022-06-22 801.050000000002
2022-06-23 816.200000000002
2022-06-24 827.550000000002
2022-06-25 841.300000000002
2022-06-26 857.050000000002
2022-06-27 870.400000000002
2022-06-28 882.050000000002
2022-06-29 897.200000000002
2022-06-30 912.450000000002
2022-07-01 922.400000000002
2022-07-02 935.550000000002
2022-07-03 952.900000000002
2022-07-04 967.750000000002
2022-07-05 983.000000000002
2022-07-06 997.250000000002
2022-07-07 1010.4
2022-07-08 1023.35
2022-07-09 1037.3
2022-07-10 1051.65
2022-07-11 1065.5
2022-07-12 1080.55
2022-07-13 1098.55
2022-07-14 1119.5
2022-07-15 1137.45
2022-07-16 1153.8
2022-07-17 1170.65
2022-07-18 1189.6
2022-07-19 1210.45
2022-07-20 1229.8
2022-07-21 1247.45
2022-07-22 1266.7
2022-07-23 1283.95
2022-07-24 1302.4
2022-07-25 1323.15
2022-07-26 1339.1
2022-07-27 1354.25
2022-07-28 1370
2022-07-29 1383.45
2022-07-30 1397.9
2022-07-31 1414.75
2022-08-01 1432.9
2022-08-02 1450.55
2022-08-03 1470
2022-08-04 1491.45
2022-08-05 1511.2
2022-08-06 1524.85
2022-08-07 1538.2
2022-08-08 1553.45
2022-08-09 1569.6
2022-08-10 1585.75
2022-08-11 1602.4
2022-08-12 1618.65
2022-08-13 1633.7
2022-08-14 1647.75
2022-08-15 1661.4
2022-08-16 1677.25
2022-08-17 1692.7
2022-08-18 1705.25
2022-08-19 1717.1
2022-08-20 1729.95
2022-08-21 1743.5
2022-08-22 1757.75
2022-08-23 1771.7
2022-08-24 1785.75
2022-08-25 1801.9
2022-08-26 1816.85
2022-08-27 1830.7
2022-08-28 1844.25
2022-08-29 1859.2
2022-08-30 1873.75
2022-08-31 1886.4
2022-09-01 1898.05
2022-09-02 1909.5
2022-09-03 1921.55
2022-09-04 1935.5
2022-09-05 1950.35
2022-09-06 1964.2
2022-09-07 1978.05
2022-09-08 1990.4
2022-09-09 2001.45
2022-09-10 2011.5
2022-09-11 2021.95
2022-09-12 2033.2
2022-09-13 2047.25
2022-09-14 2061.5
2022-09-15 2072.75
2022-09-16 2082
2022-09-17 2086.55
2022-09-18 2092.3
2022-09-19 2098.25
2022-09-20 2103.1
2022-09-21 2108.15
2022-09-22 2113.6
2022-09-23 2121.25
2022-09-24 2128.8
2022-09-25 2134.75
2022-09-26 2140.8
2022-09-27 2145.55
2022-09-28 2150.4
2022-09-29 2154.55
2022-09-30 2158.8
2022-10-01 2164.35
2022-10-02 2174.7
2022-10-03 2182.55
2022-10-04 2189.7
2022-10-05 2197.75
2022-10-06 2205.9
2022-10-07 2214.65
2022-10-08 2222.6
2022-10-09 2228.85
2022-10-10 2237.6
2022-10-11 2245.75
2022-10-12 2253.7
2022-10-13 2261.05
2022-10-14 2269.5
2022-10-15 2279.55
2022-10-16 2289.6
2022-10-17 2299.35
2022-10-18 2309.5
2022-10-19 2317.05
2022-10-20 2326.2
2022-10-21 2335.15
2022-10-22 2343.9
2022-10-23 2352.65
2022-10-24 2360.1
2022-10-25 2366.65
2022-10-26 2375.4
2022-10-27 2383.55
2022-10-28 2393.7
2022-10-29 2403.15
2022-10-30 2411.6
2022-10-31 2418.95
2022-11-01 2425.9
2022-11-02 2430.75
2022-11-03 2433.7
2022-11-04 2435.65
2022-11-05 2436.8
2022-11-06 2437.15
2022-11-07 2440.8
2022-11-08 2444.35
2022-11-09 2448.6
2022-11-10 2452.55
2022-11-11 2454.1
2022-11-12 2455.65
2022-11-13 2456
2022-11-14 2458.75
2022-11-15 2461.9
2022-11-16 2465.45
2022-11-17 2470.6
2022-11-18 2472.35
2022-11-19 2472.35
2022-11-20 2472.35
2022-11-21 2473.3
2022-11-22 2473.55
2022-11-23 2473.55
2022-11-24 2474.50000000001
2022-11-25 2475.55
2022-11-26 2475.55
2022-11-27 2475.55
2022-11-28 2476.00000000001
2022-11-29 2476.00000000001
2022-11-30 2476.00000000001
2022-12-01 2476.00000000001
2022-12-02 2476.00000000001
2022-12-03 2476.00000000001
2022-12-04 2476.00000000001
2022-12-05 NA
2022-12-06 NA
2022-12-07 NA
2022-12-08 NA
2022-12-09 NA
2022-12-10 NA
2022-12-11 NA
2022-12-12 NA
2022-12-13 NA
2022-12-14 NA
2022-12-15 NA
2022-12-16 NA
2022-12-17 NA
2022-12-18 NA
2022-12-19 NA
2022-12-20 NA
2022-12-21 NA
2022-12-22 NA
2022-12-23 NA
2022-12-24 NA
2022-12-25 NA
2022-12-26 NA
2022-12-27 NA
2022-12-28 NA
2022-12-29 NA
2022-12-30 NA
2022-12-31 NA
